82,54,92,71,72,71,53,98,84,93,92,44,75,76,95,72,81,75,76,76,76,98,83,92,78,81,75,80,70,60,70,81,70,57,76,76,98,81,70,70,70,60,75,49,93,93,94,95,57,63,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,57,94
75,76,83,83,92,92,63,98,94,95,84,45,99,82,95,86,91,66,82,82,66,98,84,93,93,91,76,90,90,90,90,91,90,57,66,66,98,91,50,60,60,60,82,56,56,56,56,56,57,75,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,57,94
75,75,93,84,93,84,76,90,90,90,90,90,64,82,0,1,1,3,82,82,0,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,82,95,95,86,81,96,57,76,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,65,57,94
82,82,95,81,49,88,82,80,81,80,81,80,75,76,10,11,13,12,82,82,28,11,11,11,11,11,11,11,13,11,11,11,13,11,11,11,11,11,11,11,11,11,1,1,1,95,91,96,57,82,82,82,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,82,57,94
82,82,85,71,94,88,66,90,91,70,71,70,82,82,10,11,11,12,82,82,10,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,13,1,2,2,1,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,57,94
1,1,1,2,2,1,1,1,1,1,1,1,2,1,15,11,11,12,75,75,10,11,11,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2
11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,12,76,76,28,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,13,11,11,11,13,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,12,82,82,10,13,11,11,11,11,11,11,11,11,11,13,11,11,11,11,13,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11
11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,82,82,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,13,11,11
13,11,13,11,11,11,11,11,11,11,11,11,13,11,11,11,13,21,76,75,10,11,11,13,11,11,11,11,11,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,12,82,82,10,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,13,11,11,11,13,11,11,11,13,11,11,12,82,82,10,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,11,11,11,11,13,11
11,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,13,12,82,82,28,13,11,11,11,11,11,11,11,11,13,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11
13,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,12,82,82,10,11,11,11,11,11,11,11,11,13,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,13,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,13,13,11,11,11,13,11,11,11,13,11,12,82,82,10,11,11,13,11,13,11,11,11,11,11,11,11,13,11,11,11,11,13,11,11,11,11,11,11,11,11,13,11,13,11,11,11,11,11,11,11,13,13,11,11,11,11,13,11,11,11,11,11,11
